equipment_energy_consumption,lighting_energy,zone1_temperature,zone1_humidity,zone2_temperature,zone3_temperature,zone4_temperature,zone6_temperature,zone6_humidity,zone8_temperature,zone8_humidity,zone9_humidity,outdoor_temperature,atmospheric_pressure,outdoor_humidity,wind_speed,hour,random_variable
50.0,0.0,22.6,34.59,20.0,23.6,22.56666666666669,5.6233333333333295,25.3,,41.76714285714289,39.09,6.8,763.45,70.5,3.5,3,9.024936775676906
175.0,0.0,20.29,40.3,18.815,19.89,18.89,2.86333333333333,77.18999999999998,21.79,38.9,37.1633333333333,2.75,747.65,90.1666666666667,1.16666666666667,18,14.635828824248163
60.0,0.0,23.6,35.09,21.89,23.6,22.89,9.963333333333328,18.93,23.29,44.7666666666667,38.44,11.3166666666667,757.3166666666668,70.8333333333333,2.0,23,
70.0,0.0,22.7,44.56,20.5,24.5,21.6,9.6,46.3425,24.39,46.4666666666667,45.0,9.93333333333333,749.0666666666668,87.0,1.0,23,45.029980735853314
50.0,0.0,20.0,38.2,24.074999999999996,20.1666666666667,20.3566666666667,-0.5666666666666669,77.3666666666667,21.6,27.56666666666675,36.7,0.8333333333333329,747.95,97.1666666666667,1.0,23,29.42406539805233
30.0,0.0,21.0,36.2,18.39,20.06666666666669,21.2,4.43333333333333,52.09,20.9266666666667,39.1566666666667,,4.75,749.75,73.5,1.5,22,18.66218806244433
50.0,0.0,22.32333333333329,38.0,21.8677777777778,21.2,20.2111111111111,4.425,82.0425,18.29,42.705,42.7,1.95,756.4,95.0,7.0,16,4.719513386953622
50.0,0.0,20.79,35.03,20.4266666666667,21.5,20.76,8.89666666666667,18.666666666666696,20.5,36.59,33.73,7.983333333333332,756.25,71.8333333333333,3.16666666666667,14,17.60828575352207
70.0,0.0,22.7,38.79,21.39,23.1,22.7,,25.7666666666667,23.79,43.645,39.29,12.3,760.6,83.0,,22,19.230085879098624
50.0,0.0,22.39,35.4666666666667,19.7,23.26,22.29,3.333333333333329,32.9,23.39,42.863333333333294,39.5,4.1,779.0000000000007,87.6666666666667,1.0,1,29.47717679198832
60.0,0.0,21.5,37.09,18.7,22.89,19.32333333333329,,52.9,21.3566666666667,44.7,41.2,4.86666666666667,757.266666666667,95.6666666666667,1.0,5,23.707779322285205
60.0,0.0,20.6,41.56,19.73,20.79,19.29,2.79,92.12333333333328,21.78,46.6916666666667,44.363333333333294,2.6,744.6333333333331,91.6666666666667,,8,24.87336716399392
175.0,0.0,21.79,50.59166666666675,21.23,21.7,20.963333333333296,2.86333333333333,96.83,20.6,48.29,44.3725,3.6,754.2999999999998,86.5,3.0,19,43.15271165687592
90.0,,21.29,42.09,,21.1,21.89,5.8333333333333295,88.3333333333333,20.29,41.863333333333294,40.92,6.7,756.95,76.5,4.5,15,28.971121588256207
70.0,0.0,22.79,40.895,21.2,22.6,24.585,,26.32333333333329,23.7,37.06,37.6633333333333,8.3,760.6,,,17,32.140517327934504
110.0,0.0,21.39,40.5,19.89,20.79,19.39,3.4,90.8666666666667,21.89,42.725,38.29,2.78333333333333,,92.6666666666667,4.0,16,43.03826707182452
175.0,0.0,22.79,50.59166666666675,22.5,,20.2,10.0,92.1566666666667,20.78,51.62,29.934999999999995,9.51666666666667,759.95,91.1666666666667,5.3333333333333295,19,39.30348645662889
175.0,0.0,21.1,41.1633333333333,18.6666666666667,22.23,,9.233333333333327,75.18999999999998,21.29,42.1266666666667,41.09,8.233333333333329,,95.0,4.0,11,45.002560666762285
50.0,0.0,20.1666666666667,38.5666666666667,19.06666666666669,19.89,19.7,4.0,75.18999999999998,21.06666666666669,41.4666666666667,38.03,4.56666666666667,747.0,,6.0,14,17.320133023895323
60.0,,20.0,38.03,17.79,20.1,20.29,-0.5333333333333329,77.1566666666667,21.5,41.5266666666667,36.9666666666667,0.5,,97.5,1.0,23,19.12307896418497
60.0,0.0,21.76,37.73,22.5,21.89,22.0,10.6266666666667,21.033333333333296,22.0,38.23,39.7675,11.0333333333333,757.5,56.33333333333329,2.333333333333329,12,43.60720771364868
30.0,0.0,20.79,36.29,17.2,22.2,20.1666666666667,-0.0333333333333332,55.963333333333296,22.1,40.1566666666667,39.4,-0.566666666666667,765.966666666667,87.8333333333333,1.8333333333333297,6,41.027498815674335
50.0,0.0,19.2,,18.5,19.7,18.2,6.69,86.45999999999998,18.29,46.8694444444444,46.7,7.3,779.0000000000007,71.0,2.0,14,41.31665827007964
-25.0,0.0,21.79,41.1966666666667,20.6,21.1,21.033333333333296,3.82666666666667,72.1566666666667,21.79,39.29,37.9666666666667,,744.1333333333331,92.8333333333333,5.66666666666667,20,29.390702128876
50.0,0.0,20.79,43.2,18.89,17.217499999999994,19.6,,65.2266666666667,21.29,44.4,42.7,11.8333333333333,751.766666666667,92.6666666666667,3.0,5,25.61421846039593
70.0,0.0,21.29,38.03,18.2,22.033333333333296,19.6,5.5,71.0,22.6,43.76,41.363333333333294,5.35,761.1,97.0,2.66666666666667,6,1.7332901246845722
50.0,0.0,,36.757142857142895,,20.9725,20.04285714285709,1.23375,76.96875,21.87571428571429,41.0,37.4,,749.0,92.0,3.0,22,22.72344869561493
50.0,0.0,22.1,37.5,18.39,23.29,24.585,1.3885,68.6705,22.5,42.9388888888889,42.09,3.16666666666667,758.016666666667,39.75000000000005,2.16666666666667,4,17.86671756999567
100.0,0.0,18.099999999999998,43.7,22.0,22.7,21.29,-7.284999999999998,21.4966666666667,24.2,47.0,,18.54166666666668,749.45,65.6666666666667,2.0,19,0.1664803130552172
50.0,0.0,20.6,37.363333333333294,18.79,21.9057142857143,18.89,3.09,74.49666666666668,20.445,37.345,41.25625,4.01666666666667,759.5666666666668,82.0,3.8333333333333295,19,35.0078666000627
60.0,0.0,21.2,,20.29,20.7,21.033333333333296,11.16,21.1,22.89,32.59,29.934999999999995,10.35,764.4,57.5,5.0,14,27.357410069089383
110.0,0.0,21.2,39.59,19.39,22.1666666666667,20.5,8.92666666666667,61.4,24.2,40.863333333333294,38.4,7.9,754.6,86.0,4.0,14,
50.0,0.0,21.29,36.29,17.7,21.39,20.89,2.82666666666667,74.12333333333329,21.89,38.723333333333294,38.53,2.2333333333333294,763.4333333333329,99.8333333333333,3.0,8,37.43315483443439
70.0,0.0,21.39,35.2,18.29,22.6,21.0,2.4,52.09,24.6,38.7,36.8266666666667,1.9,758.0499999999998,91.5,1.5,0,18.14575410680845
60.0,,21.6,41.4,20.79,21.39,20.033333333333296,2.16333333333333,91.3666666666667,22.79,48.4794444444444,44.5,2.466666666666669,747.1666666666669,93.6666666666667,2.333333333333329,2,
100.0,0.0,22.6,,21.26,,21.2,8.03333333333333,44.9666666666667,24.1,,52.055,8.3,753.6,78.5,4.0,20,
175.0,0.0,22.26,38.76,19.5,22.39,20.89,5.593333333333329,64.56333333333329,22.8566666666667,43.03,40.9666666666667,5.35,755.8833333333331,95.0,2.0,2,5.2350329933688045
-25.0,0.0,21.82333333333329,42.3266666666667,19.1666666666667,23.39,21.79,4.53857142857143,51.64,23.2,45.634,44.695,4.8333333333333295,753.4,96.3333333333333,1.0,23,43.74683105852455
60.0,0.0,22.033333333333296,38.1266666666667,19.79,21.6666666666667,21.2257142857143,5.3,54.56,23.39,41.9666666666667,37.03,5.4,748.5,87.0,2.0,22,-27.280897863965947
-25.0,0.0,22.2,43.59,20.39,23.9975,22.39,11.325,33.99625,23.29,43.59,42.9,10.9666666666667,751.8333333333329,70.3333333333333,-4.0,19,36.040043563116335
50.0,0.0,20.463333333333296,34.09,17.76,22.32333333333329,19.89,2.695,32.315,21.7,40.7,36.933333333333294,3.54444444444444,755.4777777777781,80.5555555555556,3.77777777777778,1,-27.280897863965947
130.0,0.0,22.2,34.4666666666667,19.963333333333296,21.79,20.29,2.13333333333333,46.09,22.79,57.059999999999945,33.09,3.9333333333333296,754.366666666667,84.8333333333333,1.16666666666667,20,38.80417092004791
50.0,0.0,,41.4,20.76,21.39,20.0,2.16333333333333,91.46666666666668,22.79,48.7655555555556,,2.45,733.9333333333323,93.5,2.5,2,39.44057977059856
40.0,0.0,23.23,39.433333333333294,22.26,21.29,18.39,1.39,94.69,19.39,49.59,47.6633333333333,1.53333333333333,750.216666666667,90.5,10.8333333333333,3,8.216328721027821
150.0,0.0,,33.7,,23.8266666666667,20.4266666666667,9.62666666666667,1.0,,34.4333333333333,29.934999999999995,9.68333333333333,756.2,41.33333333333329,4.66666666666667,19,77.64475360017968
50.0,0.0,21.7,38.79,19.0,22.463333333333296,,6.09,56.363333333333294,22.7,45.79,,5.0833333333333295,756.516666666667,,1.0,3,18.35579755716025
80.0,0.0,22.8566666666667,,20.0,,23.0,3.82666666666667,47.393333333333295,23.2,27.56666666666675,36.36,3.25,764.483333333333,123.08333333333326,2.0,22,
20.0,0.0,21.1,37.06,19.6333333333333,20.6,19.963333333333296,1.66333333333333,62.863333333333294,20.79,42.463333333333296,37.76,2.35,751.0,82.5,2.0,23,0.9331975015811622
90.0,,20.1,45.3266666666667,19.2,19.89,19.89,7.43333333333333,82.3333333333333,18.5,47.2,44.7,7.416666666666669,743.5,79.3333333333333,7.0,12,32.005052256863564
60.0,0.0,22.1,44.79,21.7,26.0375,20.3566666666667,10.6,90.1933333333333,20.0,,48.9666666666667,9.8,761.25,89.0,5.5,15,49.01291977148503
50.0,0.0,19.1333333333333,39.09,17.7,19.6,18.5,-5.3388888888888895,83.5694444444444,19.4266666666667,44.933333333333294,41.5,-4.3,,90.0,1.0,5,
130.0,0.0,22.6,37.56,20.1,23.72666666666669,21.76,5.3333333333333295,24.3333333333333,23.6,33.56,52.055,5.43333333333333,765.15,61.5,5.8333333333333295,20,13.039179577026516
60.0,0.0,21.6,44.2,21.0,20.39,21.033333333333296,5.9,85.5966666666667,19.39,49.89,45.0666666666667,5.8,736.4,87.8333333333333,6.8333333333333295,23,5.3971812943927935
40.0,0.0,21.3566666666667,35.3633333333333,18.463333333333296,20.39,20.0,3.26,56.26,23.5,38.03,38.09,3.7,769.266666666667,82.0,3.666666666666672,23,17.46184570947662
40.0,0.0,22.06666666666669,42.363333333333294,19.79,23.7,22.2,19.875,61.0266666666667,,48.0385714285714,52.055,,748.7999999999998,97.6666666666667,2.0,3,27.982214698567983
110.0,0.0,24.2,33.56,23.7,23.6,22.963333333333296,19.875,1.0,23.0,34.43,35.9,18.54166666666668,758.1,39.75000000000005,3.666666666666672,19,48.26829625526443
50.0,0.0,21.0,39.9,18.89,,20.29,-1.13333333333333,82.4,20.5,46.76,43.2928571428571,-0.6,760.533333333333,98.0,1.33333333333333,2,24.91183046950028
100.0,0.0,22.1,42.433333333333294,20.5,23.29,22.0,12.1633333333333,,21.89,42.9,40.245,10.1333333333333,751.7999999999998,88.3333333333333,,13,7.367948500905187
40.0,0.0,20.1,45.2,19.29,20.5,19.79,9.1,,18.2,49.3327777777778,,9.133333333333328,762.85,94.0,4.16666666666667,9,41.1039047758095
90.0,0.0,22.39,44.4,21.963333333333296,,20.1,10.19,89.9633333333333,20.06666666666669,50.9994444444444,48.53,9.83333333333333,760.366666666667,89.1666666666667,4.16666666666667,17,37.56941759493201
50.0,0.0,20.0,37.9566666666667,,20.39,19.2,4.6233333333333295,66.49,,36.7,36.863333333333294,3.6,757.75,84.5,8.5,12,9.53361002029851
50.0,0.0,21.0,40.59,19.4266666666667,20.2,20.463333333333296,-5.09111111111111,87.7433333333333,21.2,46.723333333333294,39.745,-4.0,762.2999999999998,88.3333333333333,2.0,2,16.263050760608166
175.0,0.0,22.033333333333296,45.46,20.5,24.575,21.1,12.654,9.534,23.89,38.293333333333294,40.3266666666667,10.9666666666667,753.233333333333,64.8333333333333,4.16666666666667,17,15.832669357769191
90.0,0.0,20.73,50.59166666666675,20.1666666666667,20.2,18.9266666666667,5.72666666666667,88.15999999999998,18.23,49.6333333333333,45.29,6.0,,89.0,6.0,19,35.88092541322112
90.0,0.0,18.099999999999998,41.0266666666667,21.2,23.0,20.2,10.06,58.4233333333333,22.89,46.6266666666667,43.79,,751.35,82.5,8.5,10,35.155760508496314
70.0,0.0,21.29,35.2,18.1,22.7,21.0,2.0,51.3266666666667,24.5,40.1,37.73,1.56666666666667,757.9,,2.0,1,8.695452963002026
40.0,0.0,21.05,36.30375,19.0375,20.89,19.43125,4.2144444444444495,74.9166666666667,21.1,44.6528571428571,41.29,3.95,741.8833333333331,86.0,7.16666666666667,5,
110.0,0.0,22.79,46.19333333333329,20.89,,21.89,9.13,35.6233333333333,24.29,41.1333333333333,40.7666666666667,8.8,748.6,81.0,2.0,19,18.19221627665684
40.0,0.0,21.5,40.76,19.033333333333296,23.0,20.963333333333296,8.06666666666667,48.0,,57.059999999999945,42.0,8.5,750.95,77.0,3.5,5,30.21998944459483
40.0,0.0,21.39,37.1266666666667,18.5,21.5,24.585,5.19,60.93,22.0,42.09,40.4,4.61666666666667,761.7999999999998,88.1666666666667,1.16666666666667,4,31.90826552454382
175.0,0.0,23.0,43.53,22.2,23.39,,16.0666666666667,160.87499999999994,24.0,41.2,41.0,15.3,752.466666666667,57.33333333333329,3.333333333333329,18,44.725279591511935
50.0,0.0,18.099999999999998,40.03,18.945,,20.29,-0.833333333333333,82.76333333333329,,46.7,43.1685714285714,,760.6,98.0,1.0,2,31.110742851160463
40.0,0.0,21.2,38.9,,22.06666666666669,20.1,-7.284999999999998,56.0,21.6,39.5,37.59,7.2,758.7999999999998,83.6666666666667,2.0,3,
60.0,0.0,19.1,,17.1,19.7,18.29,-0.5999999999999999,74.99666666666668,20.39,,41.1175,-0.2,761.7999999999998,90.0,4.0,7,29.17852606624365
60.0,0.0,21.0,45.49,20.39,,19.39,8.8,84.0666666666667,20.5,52.2772222222222,48.9666666666667,,753.2,83.5,6.5,10,25.326681032311168
50.0,0.0,22.033333333333296,38.6266666666667,,22.32333333333329,20.79,5.59,67.8666666666667,22.7,44.2,41.4,5.06666666666667,755.7999999999998,95.0,2.0,3,3.8823658949695528
50.0,0.0,21.79,,18.39,23.79,21.2,1.32333333333333,51.19333333333329,23.39,41.26,44.5666666666667,2.15,751.283333333333,96.5,1.0,2,44.59926533745602
40.0,0.0,21.26,45.86,20.5,21.9175,18.8566666666667,6.263333333333329,89.43,21.29,53.1144444444444,50.5,6.8333333333333295,744.0833333333329,85.0,6.8333333333333295,8,49.940665415488176
175.0,0.0,21.76,46.53,20.53,23.8566666666667,21.0,13.6966666666667,47.36,23.0,48.433333333333294,45.29,10.4,749.8333333333329,39.75000000000005,5.66666666666667,10,12.308841780759394
100.0,0.0,21.0,38.69333333333329,18.6,21.6,19.79,7.1233333333333295,41.19333333333329,22.1,37.29,37.5,5.8,762.1,80.0,2.0,11,3.2581822481006384
90.0,0.0,23.1666666666667,39.6633333333333,21.533333333333296,25.8566666666667,22.7,12.2266666666667,,23.89,40.6266666666667,35.7,12.3,756.7999999999998,61.0,5.0,20,14.436220086645331
120.0,0.0,20.033333333333296,39.53,19.0,22.29,19.6,1.13333333333333,87.2,,37.23,37.59,2.1,772.266666666667,81.6666666666667,2.66666666666667,11,
70.0,0.0,21.2,36.09,17.79,17.217499999999994,20.79,3.29,74.03,21.79,37.6633333333333,37.433333333333294,2.41666666666667,763.6,98.8333333333333,3.0,9,
50.0,0.0,22.2,40.29,20.0,26.0375,21.29,9.19,47.16,24.7225,,38.1633333333333,9.4,750.35,76.0,5.5,22,
40.0,0.0,22.39,39.09,21.2,22.7,21.39,11.5,,22.39,36.7,,10.0333333333333,752.5,55.33333333333329,7.3333333333333295,17,37.35911308322102
70.0,0.0,21.7,38.29,19.1,23.0,20.1666666666667,9.0,40.66,23.39,42.23,42.23,,746.7,71.0,9.0,2,2.152513654436916
50.0,0.0,19.79,41.0,18.0,20.245,18.6666666666667,2.29,91.69,21.39,46.29,44.3,,,88.0,6.5,5,17.725560686085373
70.0,0.0,19.6333333333333,45.0,19.29,19.5,16.7,9.0,84.33,17.7955555555556,50.4055555555556,45.933333333333294,9.0,762.283333333333,82.0,10.0,19,34.159884590189904
60.0,0.0,21.76,39.79,18.29,23.73,21.1142857142857,0.766666666666667,50.6333333333333,23.29,40.73,44.76,1.63333333333333,751.4333333333329,97.0,1.0,3,21.780715626664456
50.0,0.0,21.5,42.5,20.7,22.5,20.3566666666667,1.29,89.0266666666667,22.1,48.515,47.9666666666667,2.0,765.9,89.0,3.0,3,0.8642907836474478
50.0,-0.0,22.0,41.79,22.7,,23.39,17.619,10.897,22.29,41.1633333333333,42.2,14.75,754.1,,2.5,13,28.715721354819834
50.0,0.0,20.6,42.59,19.6,20.533333333333296,16.065000000000005,19.875,99.9,18.0,50.0,50.9,8.4,765.6,94.0,3.0,4,
175.0,0.0,21.3566666666667,34.2266666666667,19.76,22.32333333333329,21.79,9.66,11.6933333333333,23.2,34.29,37.9,7.71666666666667,764.0833333333329,49.83333333333329,8.83333333333333,16,22.649967030156404
90.0,0.0,21.1333333333333,33.86,19.7,23.73,20.4266666666667,10.2666666666667,1.0,21.963333333333296,34.29,29.934999999999995,9.45,756.2,42.0,12.0,19,40.29892133548856
50.0,0.0,18.099999999999998,44.4,17.1,19.0,16.79,8.599999999999998,82.68999999999998,17.0722222222222,46.6311111111111,44.2,8.3,733.9333333333323,83.3333333333333,10.8333333333333,14,49.65436259517446
50.0,0.0,21.1,38.09,18.1,21.79,20.32333333333329,2.796666666666669,,21.5,40.795,39.2,4.46666666666667,758.1333333333331,90.3333333333333,1.0,8,5.535764468368143
50.0,0.0,21.5,35.59,18.5,22.29,20.5,2.76,30.1,22.79,42.29,39.29,3.4,733.9333333333323,87.0,1.0,3,26.960444322321564
60.0,0.0,,39.5266666666667,18.5,22.2,20.6,5.9,59.26,22.3566666666667,45.1266666666667,42.26,5.71666666666667,756.35,87.5,1.8333333333333297,7,48.25712800957263
90.0,0.0,23.76,34.8266666666667,24.074999999999996,23.89,24.2,19.875,1.0,23.39,37.6566666666667,39.4,18.54166666666668,753.6,42.66666666666671,4.3333333333333295,13,34.2703987727873
30.0,0.0,21.29,37.1266666666667,18.39,21.5,19.89,5.19,60.6566666666667,22.0,42.223333333333294,40.5,4.6,761.7999999999998,88.0,1.0,5,26.73049328150228
60.0,0.0,21.2,44.9,19.7,21.89,20.7,10.0,75.47857142857141,21.6,51.723333333333294,47.9,9.6,751.95,86.5,8.5,7,38.43952652532607
50.0,0.0,,41.0,18.79,24.1333333333333,20.7,7.59,60.8,22.1666666666667,39.29,45.79,6.75,753.75,93.5,5.0,5,5.666649516206235
60.0,0.0,21.39,41.4,18.39,20.79,21.1,3.8333333333333295,68.5233333333333,22.79,42.03,38.59,4.36666666666667,764.5,92.3333333333333,3.0,0,27.927979978267103
60.0,0.0,22.1,35.79,19.2,22.6666666666667,21.1,2.466666666666669,35.29,23.1,37.933333333333294,38.03,2.5,765.7999999999998,73.0,3.0,0,35.73930138954893
50.0,0.0,21.29,35.76,18.463333333333296,22.1,19.963333333333296,2.13333333333333,49.7333333333333,22.5,40.79,38.6266666666667,2.75,,85.1666666666667,5.16666666666667,0,7.375218300148845
50.0,,24.1,31.23,24.074999999999996,23.5,22.79,19.875,,17.023035714285705,34.5,35.4,18.54166666666668,759.3333333333329,39.75000000000005,4.8333333333333295,16,26.904450810980048
60.0,0.0,21.0,35.29,17.7,22.6,20.754,2.026666666666669,54.66,24.29,41.23,38.9,1.2,756.9,97.0,2.0,4,18.28116205288097
40.0,0.0,19.6,43.79,18.89,19.963333333333296,16.6,8.89,86.3666666666667,18.79,52.2811111111111,48.4,8.83333333333333,758.65,,10.1666666666667,2,4.869274585507809
175.0,0.0,22.533333333333296,38.0266666666667,23.1,26.0375,23.39,14.89,4.06666666666667,21.9266666666667,38.03,38.2,10.8,759.7999999999998,70.0,5.0,12,48.95121625158936
80.0,0.0,23.0,36.6266666666667,21.7,24.2,22.52,19.875,1.0,24.0,35.7966666666667,38.3266666666667,9.26666666666667,733.9333333333323,52.0,6.0,15,77.64475360017968
60.0,0.0,21.7,35.2225,21.8566666666667,22.39,22.39,13.1666666666667,1.0,21.5,34.79,34.845,,762.266666666667,55.0,4.66666666666667,15,45.383114134892814
60.0,0.0,19.79,48.3666666666667,19.1,20.1,19.1666666666667,5.0,96.09,18.8566666666667,52.363333333333294,48.995,-6.325000000000006,741.6833333333329,91.3333333333333,5.0,7,7.165218971204013
175.0,0.0,22.2,38.1333333333333,20.6,21.5,19.1333333333333,3.0,86.3333333333333,23.79,39.558333333333294,38.2,,741.2999999999998,83.0,2.0,21,5.752335221040994
175.0,0.0,21.6333333333333,45.1966666666667,20.9266666666667,21.96,18.6333333333333,4.8333333333333295,75.23333333333329,18.2,45.59,43.3266666666667,4.5833333333333295,747.9333333333329,76.0,6.8333333333333295,17,
