lighting_energy,zone1_temperature,zone1_humidity,zone2_temperature,zone3_temperature,zone4_temperature,zone6_temperature,zone6_humidity,zone8_temperature,zone8_humidity,zone9_humidity,outdoor_temperature,atmospheric_pressure,outdoor_humidity,wind_speed,hour,random_variable
10.0,21.29,39.933333333333294,18.533333333333296,22.0,20.463333333333296,6.9,48.292666666666655,22.1,42.433333333333294,41.0,6.46666666666667,756.6833333333329,83.3333333333333,2.66666666666667,8.0,44.018128782045096
0.0,19.29,39.03,17.79,19.7,18.6666666666667,-4.95,86.4527777777778,19.5555555555556,45.055,41.26,-4.1,756.266666666667,89.0,1.0,4.0,18.970660655759275
-6.0,22.1333333333333,41.69333333333329,20.8566666666667,24.2,21.1,16.36,14.46,23.4266666666667,40.79,42.076,11.55,750.983333333333,73.8333333333333,3.0,13.0,5.715390244309555
10.0,21.7,46.6633333333333,19.608,22.463333333333296,21.39,8.89466666666666,99.9,20.5277777777778,54.2266666666667,51.99250000000002,8.76666666666667,757.7999999999998,93.0,11.583333333333325,8.0,16.129988804459572
0.0,20.3566666666667,40.0,18.7,20.79,18.89,7.4,76.7666666666667,20.5,49.26,42.4,7.599999999999999,747.35,81.6666666666667,7.0,4.0,48.95179716404528
0.0,22.76,36.433333333333294,20.1,23.6333333333333,22.2,3.656666666666669,20.666666666666696,24.23,35.4633333333333,33.7233333333333,4.6,758.9,69.3333333333333,4.0,21.0,36.150049581192434
0.0,18.183333333333238,42.5675,17.39,24.024796304660203,18.971,6.846000000000001,99.9,18.6,53.145,47.9666666666667,5.8,768.2,91.0,4.0,4.0,44.38788329716772
0.0,21.23,41.6266666666667,20.6,22.5,18.76,2.59,92.09,22.2,48.7,46.29,2.5,739.2999999999998,93.5,7.5,5.0,26.581443729810417
0.0,22.033333333333296,44.963333333333296,21.4266666666667,22.6666666666667,20.0,9.69,86.68999999999998,20.79,54.6,49.7,9.46666666666667,756.8166666666668,84.5,5.0,1.0,3.8415718940086654
0.0,20.89266666666666,37.79,19.1,20.7,21.1,-0.2999999999999999,84.06,21.7,43.29,39.56,1.05,755.7,88.5,2.5,2.0,47.37261242698878
10.0,20.0,38.51199999999999,17.73,20.1666666666667,20.26,-0.733333333333333,77.0,21.5,42.0266666666667,37.09,0.166666666666667,747.75,97.8333333333333,1.0,23.0,40.090931369923055
0.0,21.7,36.5666666666667,20.8566666666667,25.7,20.0,12.8966666666667,1.0,22.29,39.463333333333296,38.99,10.1666666666667,759.4,64.6666666666667,2.333333333333329,13.0,8.120156941004097
10.0,22.39,45.56,21.9266666666667,17.295267857142875,21.3566666666667,5.0,95.76,21.58711111111112,48.79,45.433333333333294,6.0,758.25,84.5,5.0,21.0,39.66929760063067
0.0,21.7,44.59,20.0,23.1,21.0,11.86,51.6233333333333,23.5,51.7666666666667,48.2,11.9833333333333,748.016666666667,91.3333333333333,3.333333333333329,5.0,45.08148505119607
0.0,19.6,45.0,18.79,20.29,18.6,9.014,85.4333333333333,18.0944444444444,48.69388888888889,47.5,9.55,760.0,79.3333333333333,8.83333333333333,20.0,31.666591449175023
0.0,21.533333333333296,34.9666666666667,20.5,20.39,21.0,8.8,26.43,22.50066666666667,33.3333333333333,38.59,8.88333333333333,769.116666666667,58.5,6.16666666666667,14.0,28.333490877412256
0.0,19.29,41.29,18.1,19.56666666666669,18.7,-0.4722222222222219,93.6905555555556,19.5,41.9,37.4,-1.08333333333333,756.6333333333331,80.0,2.533333333333334,16.0,28.924127761274576
10.0,21.29,43.3266666666667,20.89,20.79,19.79,3.7233333333333296,91.99333333333328,23.265,46.9291111111111,42.723333333333294,4.06666666666667,747.1666666666669,95.0,3.0,23.0,16.696305840741843
4.0,21.0,35.29,20.2,21.29,20.7,10.1,14.7233333333333,21.79,36.5,33.4333333333333,8.11666666666667,753.1,66.1666666666667,6.0,15.0,36.23303297208622
0.0,21.79,48.223333333333294,21.2,22.29,20.6666666666667,8.22666666666667,160.1987499999999,20.0,41.30507936507938,51.4666666666667,7.616666666666669,756.1833333333329,91.6666666666667,5.8333333333333295,14.0,32.29725921759382
0.0,21.5,36.9,18.7,21.6,19.9266666666667,5.09,64.8933333333333,22.1,42.5,40.0,2.723333333333334,761.85,89.1666666666667,2.16666666666667,3.0,23.54219477856532
0.0,22.1,37.6333333333333,24.074999999999996,23.1,22.463333333333296,14.1966666666667,1.0,26.30833333333323,38.56,37.44,9.76666666666667,766.866666666667,66.3333333333333,1.33333333333333,9.0,41.45662660012022
0.0,20.29,38.29,18.26,21.0,18.7,1.566,87.68999999999998,22.0,45.29,43.09,1.7,738.7,87.0,2.0,7.0,26.16869517369196
0.0,19.76,45.09,19.0,20.32333333333329,18.7,9.39,83.09333333333329,18.1722222222222,48.59,47.7,9.883333333333328,759.983333333333,74.0,9.0,18.0,8.691045630257577
0.0,21.0,41.29,20.1333333333333,17.295267857142875,20.89,8.245,36.42125,21.1,38.79,38.5,6.05,752.6,82.0,6.0,9.0,35.79309053020552
0.0,18.183333333333238,39.545,17.1,18.29,16.140000000000008,3.79,98.93333333333328,17.5611111111111,42.4661111111111,39.4666666666667,3.06666666666667,760.2999999999998,94.0,6.0,17.0,39.74001449532807
0.0,22.89,46.36,21.725999999999996,24.5966666666667,21.5,14.1783333333333,13.85,24.29,39.2957142857143,40.223333333333294,13.6,751.7999999999998,61.0,5.0,18.0,26.0535548790358
10.0,22.1,40.95,21.56666666666669,21.23,19.79,8.13,99.9,20.3177777777778,51.408333333333296,46.245,7.46666666666667,751.766666666667,95.6666666666667,6.3333333333333295,14.0,49.2859072284773
0.0,18.183333333333238,37.83333333333329,18.29,20.29,19.32333333333329,4.545,65.2,20.29,36.76,38.0266666666667,3.2,759.1,81.0,6.0,11.0,20.96987895201892
0.0,20.89,44.8266666666667,19.76,21.6333333333333,20.29,7.923333333333335,85.21599999999998,20.82333333333329,48.2666666666667,46.8214285714286,9.8,751.75,91.0,8.0,11.0,43.42561316676438
10.0,21.963333333333296,39.09,20.06666666666669,22.54666666666666,24.459999999999987,8.89,72.575,23.6,40.463333333333296,37.7,8.0,756.233333333333,82.5,2.333333333333329,19.0,24.890397384297103
0.0,18.183333333333238,42.433333333333294,16.4175,17.76,16.140000000000008,5.6233333333333295,99.9,17.015000000000065,45.18166666666671,41.7675,5.03333333333333,765.6333333333331,99.3333333333333,3.0,3.0,28.64303111564368
0.0,21.0,36.963333333333296,17.6,22.2,20.6,3.414666666666668,55.76,24.1,40.76,38.8266666666667,2.63333333333333,755.766666666667,94.6666666666667,3.0,6.0,19.093756680376828
0.0,19.2,38.2,17.5,20.6,17.7,6.0,91.0,19.5,45.7,42.045,6.06666666666667,754.1333333333331,95.0,9.33333333333333,5.0,28.688065450405702
10.0,18.183333333333238,43.7,16.2,17.5,16.140000000000008,6.36666666666667,99.9,17.015000000000065,56.90133333333331,43.09,6.05,769.233333333333,99.1666666666667,3.16666666666667,10.0,46.81208912516013
0.0,19.0,42.07600000000001,18.29,19.89,18.5,2.2,92.79333333333328,19.29,51.09,45.76,2.8,753.9,93.0,5.0,2.0,27.106521220412105
0.0,22.89,39.1,21.8566666666667,23.0,22.1,11.36,160.1987499999999,22.82333333333329,34.9,39.933333333333294,8.76666666666667,756.1333333333331,68.16666666666666,4.6,14.0,27.398055428397804
10.0,19.5,40.66,18.36,20.1333333333333,18.7,2.9633333333333294,74.96666666666668,20.5555555555556,38.7472222222222,39.26,3.43333333333333,758.033333333333,72.3333333333333,6.0,10.0,12.443647172767667
0.0,22.1,38.1633333333333,20.6666666666667,22.39,20.79,10.9266666666667,38.0633333333333,22.39,39.2,38.59,10.15,759.7,63.0,1.5,18.0,77.0771620242158
0.0,21.0,34.2266666666667,19.5,20.18,19.7,3.43,66.06,22.0,34.5266666666667,38.363333333333294,3.9,757.7,67.0,2.0,15.0,25.349351402837783
0.0,23.583321867793295,33.3633333333333,20.35533333333334,20.6,21.0,10.89,20.82333333333329,22.6,32.6266666666667,37.79,10.1,764.7999999999998,58.0,5.0,14.0,41.84414237970486
0.0,21.2,39.4666666666667,19.1333333333333,22.29,20.5,7.559999999999999,66.9,23.89,40.863333333333294,38.5,7.0,754.7,82.4,4.0,13.0,31.24634698033333
0.0,21.6,40.4,19.2,23.1,21.1,8.89,42.933333333333294,23.79,44.6633333333333,41.5,9.1,750.8333333333329,75.6666666666667,5.3333333333333295,3.0,26.995324413292103
6.0,22.6666666666667,38.03,19.79,22.7,20.6333333333333,4.02666666666667,32.1333333333333,22.29,30.6933333333333,37.363333333333294,4.45,766.7,65.8333333333333,2.833333333333329,20.0,38.62290938850492
0.0,22.29,37.9266666666667,21.9266666666667,22.39,21.0,16.71,1.0,23.73,36.0,36.793333333333294,14.0,749.2,47.0,4.666666666666666,15.0,41.11303809331729
0.0,21.23,38.49,20.9266666666667,21.6,21.29,8.63,16.1666666666667,21.89,35.59,38.09,7.349999999999999,764.6,56.0,3.1333333333333337,13.0,15.911890438292176
0.0,19.1,34.4666666666667,17.1,19.7,18.29,-0.5666666666666669,73.62999999999998,20.5,41.9,41.09,0.0,761.6,83.06666666666666,4.0,6.0,42.36140748253092
0.0,21.0,35.5,17.2,21.176,19.89,1.348666666666666,66.48911111111111,21.89,39.2,38.7,-1.0,765.9166666666669,86.8333333333333,1.0,4.0,29.563839058391743
0.0,22.1,42.363333333333294,20.533333333333296,23.29,22.0,12.4214285714286,40.51,22.1714285714286,43.1685714285714,40.4,10.0166666666667,751.9333333333329,90.1666666666667,2.833333333333329,14.0,42.74703004863113
0.0,21.39,37.23,18.89,21.39,19.6333333333333,0.8,76.33,22.1,39.49,37.8266666666667,1.16666666666667,740.4166666666669,92.8333333333333,3.4333333333333345,23.0,43.34604373667389
0.0,19.29,40.5666666666667,18.73,19.29,19.29,7.626666666666669,54.702666666666666,18.6666666666667,43.0,41.0,6.383333333333329,757.3833333333331,64.0,4.3333333333333295,15.0,26.36553884949535
10.0,22.89,36.69333333333329,19.791999999999998,21.8566666666667,20.74866666666668,8.605999999999998,28.0933333333333,23.6,31.3566666666667,35.09,5.71666666666667,778.3166666666675,70.3333333333333,4.833333333333331,19.0,20.16632634913549
0.0,22.1333333333333,36.0,20.033333333333296,21.854,24.459999999999987,7.09,24.1,24.1,36.79,36.433333333333294,18.450000000000003,757.3333333333329,70.3333333333333,6.0,17.0,9.194006444886329
2.0,21.7,39.59,18.2,23.7,21.1,0.5,50.76,23.2,40.59,44.9,1.38333333333333,751.6333333333331,97.0,1.8666666666666658,3.0,32.653199415653944
10.0,21.06666666666669,35.49,19.29,21.6333333333333,19.89,8.829333333333347,25.0933333333333,21.29,36.5,36.0,8.96666666666667,760.1333333333331,68.6666666666667,2.333333333333329,17.0,3.63131552003324
0.0,22.79,37.7,22.86533333333334,23.2,23.0,14.445,1.0,22.5,36.898,39.5,12.6333333333333,764.233333333333,48.0,4.66666666666667,13.0,46.63607554975897
0.0,22.7,36.29,20.463333333333296,22.1,20.29,5.65666666666667,61.93,22.7,39.53,30.020499999999984,5.0,762.5,90.0,5.0,22.0,77.0771620242158
10.0,21.595333333333336,46.145,22.1,20.96066666666666,19.963333333333296,11.3,99.9,21.76,53.09,35.11805027851034,11.5,753.9,95.0,8.0,21.0,23.07309485389851
0.0,20.73,37.09,20.56666666666669,21.89,20.6,5.43333333333333,55.7333333333333,22.0,39.26,36.363333333333294,3.5,747.966666666667,81.0,6.3333333333333295,8.0,17.315093090292066
0.0,21.0,35.8633333333333,19.7225,21.2,20.39,7.22666666666667,24.96,22.6,34.4333333333333,39.8266666666667,6.0833333333333295,751.216666666667,48.66666666666671,6.8333333333333295,16.0,25.23011213634163
10.0,21.29,42.36,19.5,20.7,21.4266666666667,8.03333333333333,24.456666666666692,22.76,36.3266666666667,51.99250000000002,7.9,760.35,62.0,1.5,18.0,45.42890690732747
10.0,21.463333333333296,40.863333333333294,20.5,17.295267857142875,21.6333333333333,10.345,11.645,22.84,34.79,37.76,18.07078124716144,764.2,48.0,8.0,15.0,30.025839561130848
0.0,19.56666666666669,41.53,18.23,20.45285714285709,17.5,8.56666666666667,93.2266666666667,19.29,48.7966666666667,43.53,8.43333333333333,754.35,96.1666666666667,6.0,10.0,28.609152545686808
0.0,20.1,43.56,19.13,19.89,19.39,6.52666666666667,73.76,18.7163636363636,45.81,43.6633333333333,6.36666666666667,744.0,79.6666666666667,5.0,16.0,34.1394039336592
10.0,22.2,40.3,21.1,24.2925,21.26,16.76,9.223333333333327,23.82333333333329,39.863333333333294,43.59,13.2,751.2999999999998,61.46666666666666,4.0,15.0,30.35697571351193
